52	61	59	58	75	53
45	95	4	75	67	11
84	94	95	30	97	94
64	4	73	78	86	24
86	57	88	63	66	22
93	39	79	76	57	75
96	4	55	82	67	12
56	26	61	58	53	68
13	75	81	5	37	86
20	23	10	68	53	89
39	13	52	12	71	14
81	30	4	78	58	29
75	44	59	91	88	100
45	75	92	96	98	33
76	6	83	57	16	9
35	12	27	45	92	90
11	51	59	39	20	31
41	78	96	88	89	8
38	69	81	85	61	8
88	38	69	100	49	66
95	28	58	34	69	39
41	38	9	30	1	81
34	49	96	23	75	40
46	4	66	41	9	9
69	31	66	99	1	95
8	53	64	50	49	55
51	64	56	18	55	70
61	98	87	44	36	31
46	60	38	26	13	99
21	25	54	58	3	45
86	41	65	49	55	88
34	34	78	80	4	45
2	85	62	40	86	93
23	77	19	77	33	72
93	43	100	14	88	13
76	14	66	94	36	73
48	57	35	29	43	76
88	54	85	90	14	7
43	77	72	35	34	99
86	56	19	35	85	99
88	16	7	81	32	44
47	14	52	87	90	88
98	52	33	45	86	41
82	73	21	63	43	14
81	81	64	34	8	92
8	85	43	7	80	72
5	38	18	49	58	97
62	4	89	56	62	15
78	32	4	97	35	63
40	59	94	42	91	39
18	8	60	87	52	30
35	35	15	19	90	58
52	87	8	19	74	82
94	58	64	20	32	43
23	2	80	66	67	3
5	98	47	61	19	42
81	5	95	98	70	28
84	1	84	58	55	58
35	7	61	61	57	74
96	94	66	55	5	71
71	77	4	80	92	19
94	53	86	52	16	70
10	56	56	33	82	58
65	92	50	25	7	7
20	24	73	76	95	35
63	27	34	33	47	60
85	85	16	34	64	38
53	16	34	99	4	66
100	84	90	78	79	94
26	38	60	61	22	91
73	41	83	94	43	19
84	43	53	67	46	3
16	23	21	94	82	70
43	30	75	51	53	24
59	44	64	25	92	65
45	63	76	82	37	84
18	81	33	85	36	89
85	85	23	24	80	50
21	80	71	71	17	8
50	52	75	56	87	21
33	10	75	14	42	30
55	30	20	4	70	51
91	49	77	64	93	74
14	100	69	69	51	65
72	59	53	61	83	94
76	35	20	5	77	99
17	20	5	2	45	53
26	19	93	93	13	14
69	63	17	9	47	34
40	45	85	27	72	57
23	79	14	37	96	15
51	97	35	1	14	89
69	42	69	69	99	75
6	13	11	36	33	58
87	19	90	22	65	64
66	68	62	84	56	9
99	52	13	74	16	17
54	62	64	13	33	42
98	93	73	55	100	52
15	85	3	57	87	1
25	55	33	35	4	29
97	24	90	62	42	34
82	88	64	55	52	7
45	6	58	37	3	46
36	54	68	85	40	61
74	29	4	3	20	90
100	32	21	57	4	36
83	52	32	23	1	8
89	86	28	52	42	56
59	39	45	79	92	83
52	1	23	80	96	59
60	51	6	79	38	18
31	51	36	41	97	20
26	48	62	69	90	24
70	59	73	1	2	76
1	17	35	60	16	22
76	13	31	74	31	34
71	88	36	84	14	13
97	45	21	9	61	78
15	68	1	51	63	90
81	7	42	98	61	13
65	81	42	52	41	47
70	35	86	71	60	55
84	54	39	14	41	35
15	13	55	8	76	95
21	87	57	29	53	63
78	54	71	94	20	52
6	70	22	94	73	3
64	85	89	47	79	60
46	69	50	64	67	53
2	89	95	61	77	72
86	59	72	36	1	17
26	66	62	78	31	100
92	71	67	25	59	91
51	51	87	59	15	33
23	86	30	88	36	87
87	26	34	21	35	73
88	16	34	16	97	76
86	21	80	91	35	54
72	56	22	12	43	54
87	30	30	53	100	14
83	13	74	39	11	2
69	80	85	75	18	23
37	4	77	94	75	61
8	65	51	36	72	10
2	59	92	68	19	59
68	35	67	44	51	92
80	79	92	22	83	91
25	89	67	76	54	86
15	13	34	23	26	26
1	54	80	32	6	88
97	62	78	3	69	70
40	36	93	15	68	1
52	27	47	61	88	78
29	29	48	73	63	96
35	28	21	27	76	57
50	57	12	22	79	7
31	84	25	18	64	87
52	99	9	55	75	7
24	97	58	21	68	69
16	42	5	56	28	36
98	92	10	54	32	25
19	28	95	71	72	92
86	13	78	4	60	63
8	9	80	76	98	73
50	77	17	22	72	90
70	69	47	75	58	39
52	73	56	26	58	10
45	3	61	86	22	9
5	89	25	51	59	61
87	2	46	70	33	5
73	56	22	89	38	93
99	71	65	5	73	95
7	7	91	47	50	92
2	53	27	68	68	76
92	74	41	4	38	13
57	26	55	54	94	56
13	30	12	20	8	35
94	51	97	88	70	66
2	49	66	11	33	19
53	57	78	41	95	22
33	46	84	23	72	61
40	6	44	26	90	6
60	28	28	14	39	81
50	75	54	69	87	87
86	4	43	23	27	8
21	88	73	29	67	66
98	52	5	34	22	28
81	65	10	4	2	25
82	37	47	75	86	82
45	49	63	30	80	100
49	96	54	96	41	82
82	92	62	12	68	83
92	6	2	94	32	34
94	48	41	10	83	21
43	20	99	48	97	18
17	89	85	35	63	46
14	96	39	25	42	43
84	32	57	98	11	53
84	8	60	3	62	63
98	43	41	24	4	50
11	94	62	35	91	39
56	2	33	65	59	23
34	75	50	90	57	83
42	94	22	83	51	42
22	23	88	75	83	99
55	83	42	32	55	91
11	100	66	95	39	3
64	45	87	100	71	63
73	91	35	65	94	64
2	59	72	71	2	17
10	99	24	31	60	95
9	91	68	75	1	19
82	73	49	42	18	59
24	90	67	24	52	80
10	42	5	84	75	71
62	77	62	81	78	7
99	40	34	26	60	68
37	95	90	64	84	99
23	63	38	18	18	100
63	18	36	21	90	82
98	22	17	32	31	31
77	62	39	21	72	27
32	100	70	35	5	43
29	11	89	58	30	69
36	3	86	14	70	18
61	4	38	10	75	35
40	43	89	98	30	90
25	5	27	53	64	81
8	6	31	37	5	56
83	80	12	37	37	47
86	34	79	25	9	92
36	56	38	70	71	72
53	93	34	96	9	15
61	53	89	90	85	36
39	89	36	95	8	100
27	33	89	88	21	32
77	60	83	85	52	79
11	91	32	60	31	67
55	27	17	20	35	87
19	29	64	72	82	86
7	53	3	68	42	50
72	4	64	68	49	73
35	66	6	48	35	38
94	61	50	4	34	30
58	69	32	3	14	62
7	82	31	26	39	30
59	58	87	26	46	46
37	37	61	98	53	12
53	24	56	14	100	69
48	34	5	31	18	9
24	100	74	74	37	15
54	95	2	6	17	89
63	77	80	65	22	81
98	14	15	79	4	30
89	3	7	56	54	15
35	13	43	20	98	27
11	47	69	4	79	12
21	19	3	46	74	88
39	88	11	100	15	47
80	55	32	90	27	86
7	95	48	71	79	50
59	77	7	13	75	94
20	74	97	58	14	89
3	98	98	57	41	14
63	55	19	23	64	22
18	73	17	41	63	63
23	15	23	22	94	25
93	84	22	2	26	59
59	44	38	65	25	41
12	66	58	69	18	39
4	3	10	24	39	92
97	6	69	15	81	97
4	72	61	19	50	5
78	47	96	60	86	78
76	31	100	85	75	16
30	47	77	72	70	93
36	18	83	44	94	71
73	86	68	1	8	87
86	93	85	3	29	14
97	50	48	57	22	23
71	15	53	53	44	55
53	91	72	30	42	23
17	40	42	34	42	81
30	46	93	74	91	65
40	63	22	28	72	45
1	99	80	95	42	9
85	2	67	2	56	98
98	90	14	81	79	1
5	90	60	27	62	38
95	10	19	10	39	79
71	5	97	19	67	55
11	24	6	73	65	93
49	75	89	53	56	6
79	48	30	67	7	62
34	85	63	74	74	44
76	95	56	90	16	94
54	66	67	21	51	2
71	94	44	19	82	68
38	57	17	16	23	12
40	39	55	15	34	89
11	48	18	62	66	14
94	79	8	59	44	20
99	39	57	77	100	25
51	79	40	15	35	3
30	18	70	50	43	76
48	37	37	78	96	66
55	49	67	90	79	50
48	19	98	59	93	73
90	27	68	4	31	14
15	17	41	17	6	39
72	8	12	5	84	92
42	21	54	73	90	41
59	22	87	7	11	84
75	36	25	20	39	8
66	61	92	26	36	9
66	67	20	81	3	4
32	64	97	26	21	21
16	75	71	45	44	54
5	85	75	77	26	44
54	93	45	22	28	51
28	20	15	11	65	29
7	18	16	57	74	98
10	62	13	79	63	6
54	95	31	15	74	26
1	88	75	27	3	91
68	67	38	38	51	12
66	9	91	94	10	15
91	37	80	96	47	54
67	90	26	27	5	24
85	7	90	42	47	44
86	62	17	54	39	31
67	70	83	80	52	2
74	72	72	55	4	86
33	96	50	81	13	100
75	88	28	26	89	47
36	11	80	55	8	69
2	84	26	92	17	69
76	5	71	44	3	77
37	94	7	60	71	96
71	67	34	72	30	65
33	71	3	37	20	27
18	38	23	52	91	69
91	39	84	2	33	93
79	39	6	29	99	90
53	56	87	90	83	88
88	64	81	10	66	100
14	7	35	65	91	12
11	19	99	54	31	28
68	20	34	100	8	92
32	51	48	86	5	68
37	78	2	64	60	41
46	12	11	5	40	9
59	86	18	21	62	84
34	47	48	97	82	85
92	63	66	86	78	45
5	4	82	89	31	52
90	61	31	65	72	82
32	92	62	23	23	15
2	96	50	95	68	77
78	25	46	36	87	36
60	48	87	19	59	65
5	92	19	61	49	86
43	32	12	29	67	43
21	63	70	73	71	23
66	33	13	96	24	23
13	20	78	10	47	95
17	5	19	79	26	100
36	88	7	22	81	85
73	30	17	87	67	59
60	22	9	54	80	63
33	11	70	13	36	36
15	72	78	96	74	68
28	45	83	34	77	21
91	1	19	4	41	38
68	97	88	90	43	93
61	74	80	94	35	66
76	67	38	23	54	66
12	100	35	54	98	19
60	81	69	83	77	98
1	74	82	42	27	70
13	39	32	86	68	10
29	66	97	9	64	68
26	36	71	27	7	21
59	95	63	69	28	74
4	82	33	98	78	80
42	59	7	69	33	74
92	97	73	58	86	70
56	83	13	23	56	19
81	53	69	30	44	30
72	41	76	87	99	40
76	25	32	58	16	27
6	44	12	50	66	22
9	36	42	56	67	86
79	44	57	56	68	72
88	10	81	75	19	30
48	15	37	88	21	63
52	40	42	11	5	40
77	30	55	81	26	25
86	12	88	73	38	36
79	57	22	50	41	42
61	93	14	99	7	22
40	81	89	49	69	53
69	22	5	14	46	73
65	88	53	15	33	62
23	72	7	98	71	84
11	96	56	78	62	1
75	49	12	48	56	63
83	69	98	73	61	34
78	81	68	91	66	91
50	31	23	4	48	95
38	23	78	77	14	22
91	78	20	24	58	92
65	59	83	35	60	54
94	75	61	87	38	64
7	76	67	95	57	55
17	28	4	40	17	82
68	67	74	100	39	56
61	97	12	22	7	2
55	41	75	62	91	2
8	70	36	81	12	46
94	23	31	9	58	50
34	18	85	41	13	59
98	3	14	62	89	38
24	4	53	48	92	40
45	13	87	65	32	53
19	58	77	91	43	10
79	31	16	39	47	58
39	76	89	42	76	84
93	24	17	60	2	14
5	52	39	55	26	53
25	17	80	58	31	17
9	36	20	68	13	3
63	69	10	74	3	25
79	54	90	8	6	89
86	52	42	4	59	75
26	10	35	69	56	88
66	38	82	95	9	4
83	36	2	85	32	16
3	43	10	36	47	58
76	16	56	66	49	6
12	77	45	2	26	91
81	54	3	62	5	33
42	67	65	83	47	72
20	63	68	9	43	59
57	86	34	24	71	91
13	42	94	92	81	36
33	55	15	92	74	63
58	67	79	33	63	49
58	9	16	50	71	21
69	52	97	72	50	6
59	61	4	64	41	50
28	83	18	25	8	39
87	90	24	42	15	26
65	24	17	50	59	24
59	46	43	6	8	43
24	21	30	64	93	41
30	29	51	64	30	75
31	21	85	82	71	42
99	79	96	100	80	43
80	3	85	75	69	47
32	7	14	96	32	56
24	70	8	75	92	48
60	100	5	99	94	38
91	68	15	92	75	25
16	67	33	6	49	49
32	9	75	47	5	94
63	26	2	65	92	56
3	47	87	57	8	10
4	16	64	85	99	100
36	49	81	26	47	75
17	43	74	17	73	6
5	75	79	4	88	91
64	36	78	41	47	38
45	10	74	19	94	69
20	72	88	55	81	81
72	43	32	95	46	17
82	18	19	32	35	14
35	88	89	61	63	19
21	62	79	38	68	24
47	14	100	86	63	41
79	35	72	3	45	55
74	56	32	50	8	38
96	34	90	19	46	67
50	100	38	59	49	1
24	96	75	46	46	31
31	99	85	68	100	70
5	78	14	90	46	65
26	53	75	98	24	95
94	34	66	38	33	91
98	96	49	55	82	92
34	60	78	92	41	70
67	86	31	5	46	59
22	20	90	68	42	67
80	90	49	98	6	97
71	13	5	49	83	2
85	40	16	17	16	10
95	38	33	11	13	6
100	98	37	16	16	8
91	61	96	41	46	28
91	36	13	24	8	49
71	93	47	93	31	75
40	57	1	22	43	64
27	27	36	100	86	41
55	34	79	50	44	11
29	16	71	55	52	57
100	14	22	11	4	7
83	10	19	27	26	23
73	58	79	16	54	33
2	57	82	46	85	95
95	80	53	55	66	17
15	17	13	58	8	58
7	11	97	18	14	80
64	18	93	90	99	25
40	64	61	92	28	32
98	21	58	67	73	88
45	21	45	9	71	7
74	75	99	17	8	85
89	57	49	95	62	16
83	79	14	18	74	30
4	53	64	82	32	89
50	20	87	42	71	25
41	68	99	12	74	85
21	68	17	57	92	34
23	63	27	59	95	49
25	11	34	79	17	88
24	70	11	93	77	31
35	41	19	68	7	44
49	26	16	62	12	47
60	63	52	40	72	74
89	36	38	82	21	94
97	24	47	97	88	4
15	37	20	41	12	50
94	75	2	96	24	87
21	7	56	64	17	79
65	17	26	36	7	90
84	87	38	13	52	13
26	39	34	33	81	31
59	93	6	73	5	44
83	40	35	78	15	23
37	52	18	2	2	70
79	61	45	63	26	55
42	25	19	22	48	44
52	62	36	71	78	4
33	38	37	55	97	88
36	56	48	55	92	54
8	20	99	6	4	38
100	40	85	34	66	6
72	32	34	58	28	65
45	11	52	44	50	82
37	61	18	66	18	16
65	78	66	94	75	41
86	93	61	39	3	66
91	94	1	40	6	35
82	98	95	97	62	26
45	65	12	8	2	59
19	9	79	4	59	46
42	91	43	22	78	54
38	95	84	19	38	9
83	47	71	27	94	58
94	87	28	1	48	18
94	84	58	39	19	42
41	52	1	63	59	36
6	74	81	25	6	75
14	89	59	54	67	23
54	56	34	9	56	62
23	84	42	50	97	61
8	41	75	78	2	22
16	17	74	21	58	95
6	13	78	28	93	68
5	5	90	2	75	50
12	10	98	49	18	60
8	9	18	69	95	82
37	16	94	55	31	10
20	92	6	27	67	23
47	7	14	77	91	97
6	38	52	12	18	100
24	48	78	52	63	37
13	80	86	64	93	32
49	41	66	97	5	34
84	98	97	10	28	83
89	10	86	16	59	22
24	16	87	3	61	48
71	64	100	5	77	11
14	33	45	42	20	88
16	83	27	65	20	66
68	35	54	84	87	21
11	96	52	13	36	82
10	75	75	81	39	30
28	15	9	8	79	81
56	4	77	10	32	69
16	60	34	15	2	54
41	66	38	95	22	11
16	99	76	75	8	82
13	92	17	17	76	72
43	78	39	33	36	70
73	42	11	61	96	74
52	50	12	12	77	33
80	95	31	43	50	72
81	96	92	47	78	78
36	39	84	53	30	66
81	40	36	22	9	75
21	35	58	45	65	63
79	81	69	4	23	46
26	41	51	88	72	33
18	62	48	62	6	99
45	39	70	21	81	54
71	57	26	85	69	23
89	40	55	1	11	61
28	91	78	62	66	26
69	3	75	91	67	15
3	14	4	59	73	90
67	2	7	18	66	78
51	41	54	58	1	72
38	97	17	8	25	75
1	4	18	12	96	45
3	34	91	7	41	19
11	76	56	75	3	8
30	50	31	87	99	23
87	27	26	37	80	17
75	50	14	78	54	53
51	99	40	77	60	24
21	79	68	50	47	27
16	92	76	76	52	11
24	100	62	93	9	55
61	40	10	1	8	16
74	56	27	80	99	57
74	54	93	22	3	100
16	86	3	97	71	71
62	59	98	64	29	100
87	62	31	16	49	45
96	11	65	10	94	18
25	1	55	10	89	51
3	20	72	50	73	57
99	41	75	84	92	18
6	21	23	60	77	36
31	82	91	72	55	94
8	36	6	93	47	87
55	64	29	54	100	92
40	85	86	68	62	45
88	63	51	14	38	5
62	18	61	31	39	14
85	56	30	85	19	11
58	72	62	20	53	4
11	4	21	53	60	56
41	50	73	23	50	41
8	72	89	94	88	55
88	9	60	15	84	29
63	95	56	31	10	57
6	79	66	66	48	30
80	51	47	83	5	90
36	5	86	99	77	14
58	61	78	34	30	80
32	95	35	63	98	21
22	77	62	29	46	28
70	81	74	75	25	98
4	41	23	94	43	27
49	13	84	32	11	49
55	5	94	5	8	47
96	21	64	53	34	41
84	25	24	94	67	36
24	78	49	15	66	83
71	21	31	93	64	56
38	63	53	10	7	68
80	70	47	50	61	17
49	53	60	16	60	13
3	88	11	31	55	80
68	18	42	84	59	71
30	59	65	53	34	56
99	32	13	45	84	58
75	4	69	87	37	76
39	95	26	93	16	17
85	8	60	79	55	24
46	67	2	59	76	49
78	57	24	35	2	29
78	11	67	13	57	2
98	14	26	62	42	44
65	13	84	40	86	92
3	17	57	79	83	37
42	54	100	44	85	90
12	16	56	34	89	64
99	90	59	48	82	7
37	23	44	53	35	94
17	4	11	64	12	68
71	70	38	35	25	52
61	12	7	6	8	96
82	14	62	98	9	17
31	23	38	74	61	80
96	73	85	31	4	61
87	26	86	85	7	15
48	14	81	92	31	86
70	70	10	77	80	18
50	92	1	90	93	60
84	69	21	61	71	81
72	37	34	10	13	44
41	15	40	54	9	85
83	72	28	7	60	47
19	72	49	18	89	39
15	84	53	60	36	59
29	21	23	95	16	55
12	20	51	32	67	49
34	66	8	38	15	33
7	23	42	3	56	73
46	5	95	15	65	14
28	30	67	88	20	71
30	38	55	62	32	30
34	46	1	70	56	24
56	85	92	47	30	65
35	15	43	57	49	7
41	82	9	66	12	31
82	69	58	96	32	82
2	35	62	73	47	18
70	14	85	93	13	49
40	5	71	7	74	15
80	67	96	70	68	73
1	21	25	66	32	16
45	57	55	7	53	87
67	70	29	35	92	4
87	48	36	85	50	90
49	86	1	97	19	45
26	26	52	83	8	62
71	1	3	43	75	42
86	65	21	37	19	61
39	16	30	88	10	88
66	74	27	99	88	85
44	13	43	91	87	85
32	24	12	69	81	32
44	22	19	99	83	33
81	47	94	29	11	48
32	80	4	86	32	65
15	16	12	86	88	62
77	59	39	63	54	44
69	73	68	32	52	50
91	49	73	12	46	9
87	68	39	95	80	46
37	100	4	3	84	100
56	51	99	85	30	56
14	48	10	25	2	39
21	73	96	37	69	61
74	2	100	42	18	93
16	14	48	9	29	46
40	69	81	51	82	88
49	98	32	48	76	84
82	76	7	8	29	58
46	91	95	17	75	42
68	25	5	44	23	54
72	78	67	70	98	10
13	64	75	100	1	66
73	11	31	63	72	47
48	69	65	88	31	90
91	43	47	97	98	43
74	82	32	17	49	69
67	52	82	90	29	9
3	66	99	44	98	26
96	74	99	91	66	86
25	46	86	55	59	17
38	29	78	67	4	58
77	1	11	30	32	70
13	32	98	78	87	86
73	48	91	25	51	47
39	75	10	25	8	12
75	14	19	21	68	45
38	80	89	24	92	16
2	8	22	49	65	22
48	91	52	17	80	53
34	36	44	20	83	44
73	8	95	78	50	5
98	79	2	84	14	6
12	57	29	98	61	38
78	29	5	21	80	71
83	86	68	57	82	71
42	14	54	1	63	50
99	83	47	53	23	26
41	39	88	70	79	5
100	63	53	56	61	97
13	32	47	15	48	93
62	44	22	37	46	24
31	34	7	77	7	26
74	5	45	92	92	17
54	70	61	38	84	54
38	97	72	71	35	51
25	36	60	40	34	62
3	68	5	28	54	98
48	95	22	91	46	88
85	64	21	96	42	34
9	86	48	96	40	66
82	51	72	93	74	33
85	88	66	27	51	38
60	25	94	47	79	10
70	93	40	80	64	91
50	42	76	32	23	8
7	91	69	65	93	23
42	57	65	88	75	19
25	1	73	66	96	78
23	39	47	96	99	86
96	15	80	36	1	54
87	23	11	79	50	97
36	10	19	77	14	22
14	88	90	11	32	16
87	1	16	38	24	90
45	48	7	40	75	59
99	76	33	15	86	92
49	11	59	16	29	67
40	46	36	52	54	19
70	64	2	56	67	64
87	28	22	35	43	47
85	31	82	74	30	11
27	12	98	35	88	11
13	35	78	27	54	27
50	85	34	3	85	27
40	35	2	67	33	50
94	13	58	27	68	78
33	48	75	6	82	4
32	19	2	28	39	17
61	70	56	84	91	74
6	97	81	91	84	19
80	30	13	2	67	86
55	15	97	37	5	29
73	66	21	88	19	57
38	34	35	87	46	56
7	72	93	83	9	41
94	19	85	27	31	63
42	41	56	84	18	3
69	30	86	3	27	22
68	48	38	92	56	87
33	80	66	54	41	25
4	26	80	74	54	70
81	33	12	3	33	73
44	2	29	29	65	80
56	55	62	10	1	1
56	79	19	66	6	53
84	96	3	13	97	78
41	47	84	38	1	73
87	48	77	72	98	54
85	25	72	33	26	45
28	37	98	47	92	73
34	3	24	55	9	84
64	8	52	36	82	38
60	76	11	96	82	48
70	38	65	28	62	15
34	73	21	6	47	42
11	29	5	14	70	77
94	91	91	36	23	99
87	32	62	42	81	25
85	72	45	93	85	37
63	29	18	67	96	39
100	60	77	42	66	91
62	17	22	20	97	55
91	46	74	71	74	28
11	80	8	21	34	5
33	17	66	27	78	5
72	92	96	10	97	15
49	9	90	92	67	88
41	76	76	20	28	68
70	35	11	19	29	53
68	79	38	34	42	4
93	50	50	38	46	26
30	10	7	16	30	87
37	7	99	98	26	94
17	28	12	99	96	8
12	38	90	94	29	55
80	36	9	40	98	53
48	71	95	11	3	96
18	42	58	59	15	51
57	56	91	36	81	38
84	75	65	12	85	61
25	65	30	87	1	50
17	76	6	91	70	48
30	35	56	94	37	37
76	39	61	12	90	65
25	58	54	73	27	79
12	36	55	81	25	6
94	38	17	70	4	43
32	11	77	28	35	22
78	51	80	60	6	89
22	49	93	60	23	39
20	64	75	64	89	13
2	64	76	36	4	10
61	33	86	79	14	15
30	41	81	69	42	71
35	62	50	71	69	50
16	35	31	26	92	6
2	73	33	40	69	80
89	33	68	95	17	87
81	36	50	66	77	69
58	40	87	37	14	77
1	16	59	20	65	19
100	57	64	69	66	14
67	65	100	93	91	37
45	66	31	33	61	92
75	53	12	85	51	27
27	57	11	93	12	16
23	36	13	13	14	91
2	89	16	99	22	1
57	70	67	1	27	58
42	19	33	31	42	95
23	5	98	23	69	72
2	29	23	46	38	50
70	68	29	71	23	51
21	28	85	27	10	88
54	63	35	34	54	88
44	65	60	46	71	38
79	38	9	93	74	95
15	22	90	14	54	88
98	73	67	32	26	95
72	8	70	82	36	48
70	60	15	56	23	72
79	60	19	28	56	24
48	28	91	4	25	74
26	20	7	50	51	11
39	82	43	19	13	83
2	47	48	4	66	21
77	32	28	45	24	19
33	17	21	88	70	61
80	79	53	70	71	58
77	3	71	28	51	30
35	63	67	32	47	75
99	80	91	58	61	91
22	6	66	26	85	76
40	23	93	54	1	66
80	79	53	28	67	40
9	80	50	98	55	71
15	25	14	66	1	61
74	17	80	27	64	19
50	25	87	24	89	39
46	54	65	9	55	52
7	95	66	5	67	94
96	40	27	5	14	96
69	87	92	3	60	35
46	55	20	37	38	22
17	57	55	25	15	93
53	82	91	23	91	73
61	85	19	93	62	55
39	38	11	48	47	33
92	6	22	93	49	97
50	83	60	79	2	98
48	71	54	5	7	34
66	100	13	76	85	60
93	51	99	96	97	92
45	15	74	67	22	46
16	26	69	49	95	91
77	29	16	1	26	77
7	74	93	23	86	21
25	6	8	97	86	76
14	44	31	71	13	66
13	64	80	36	65	93
86	4	37	98	65	2
75	12	35	12	65	55
79	92	20	53	23	42
100	10	87	54	67	5
73	72	90	55	9	59
7	32	14	4	21	78
62	27	89	20	35	1
58	93	85	29	4	45
66	70	40	59	91	25
34	21	2	98	94	98
29	34	50	79	11	76
98	57	85	55	47	78
6	64	39	65	33	85
8	4	37	90	90	93
8	57	92	51	95	51
16	12	52	74	21	58
60	69	91	97	51	93
56	5	80	3	18	18
71	71	26	50	80	45
16	56	52	98	91	8
58	45	88	2	38	25
33	28	45	91	11	90
73	69	42	85	10	17
34	14	4	92	74	3
24	50	84	63	86	96
61	5	62	92	81	36
95	94	76	27	62	36
37	24	57	65	52	69
20	30	80	99	95	97
91	42	17	32	90	62
14	30	39	83	26	56
58	64	21	51	9	61
78	5	40	27	86	43
32	44	56	72	39	76
6	64	63	23	8	16
89	6	17	91	58	64
13	41	38	6	4	83
95	95	94	46	78	13
25	56	12	33	16	39
97	80	18	2	51	64
43	96	27	13	20	54
84	62	71	59	61	42
44	86	63	19	49	74
97	92	13	18	75	30
72	96	2	23	18	86
24	73	47	52	49	25
79	16	93	51	47	14
30	67	71	13	2	93
89	85	82	83	61	32
61	15	74	57	97	9
59	76	76	51	4	20
44	66	64	83	62	15
64	70	4	71	48	84
66	74	96	79	97	97
35	58	40	30	47	76
47	98	31	42	61	67
45	99	24	68	44	24
48	46	36	46	20	65
42	87	92	81	82	82
37	5	93	10	40	48
24	43	55	53	30	40
40	89	62	50	13	75
59	3	65	92	96	82
16	71	92	22	98	22
25	9	64	88	20	12
18	16	10	19	22	61
5	76	58	39	17	67
41	47	12	58	77	20
34	41	84	25	20	12
81	32	5	21	77	71
14	20	46	42	80	17
49	7	13	17	84	66
59	85	2	43	83	94
65	52	3	69	61	80
17	88	88	19	39	33
10	26	23	53	16	60
30	44	5	89	79	37
18	73	42	46	49	45
36	16	51	24	62	83
49	21	3	34	41	67
62	57	28	24	85	71
61	21	42	13	72	49
32	18	44	65	56	39
63	60	54	19	23	13
26	32	73	26	53	75
63	25	67	37	22	41
29	10	67	97	92	49
79	7	52	52	28	98
34	24	82	98	15	15
32	77	91	81	17	72
22	31	24	11	12	72
63	2	35	94	1	58
18	24	67	15	89	15
39	100	45	38	88	73
64	72	52	87	26	89
86	94	86	46	32	73
61	16	19	50	14	91
12	6	99	4	55	54
80	54	42	37	58	76
89	59	9	98	68	74
94	59	67	2	26	14
9	100	71	73	32	37
35	93	14	52	34	72
72	48	44	43	10	12
15	48	74	42	67	4
41	61	50	91	52	10
64	46	1	71	6	34
